date,price,volume
2020-08-01,20.95,24851063.79
2020-08-02,22.08,29732829.54
2020-08-03,22.31,25954195.24
2020-08-04,23.29,40591678.59
2020-08-05,22.75,22126559.74
2020-08-06,22.34,21757487.42
2020-08-07,22.93,20775291.31
2020-08-08,22.45,17464380.73
2020-08-09,22.64,18500566.15
2020-08-10,21.24,18957609.58
2020-08-11,21.52,23923986.88
2020-08-12,21.8,24365450.21
2020-08-13,23.13,42000826.87
2020-08-14,23.03,29011072.92
2020-08-15,23.53,34158920.4
2020-08-16,23.54,27068644.74
2020-08-17,23.0,25779597.41
2020-08-18,22.38,19658703.82
2020-08-19,23.1,26859940.41
2020-08-20,22.06,23530387.34
2020-08-21,22.22,18942325.2
2020-08-22,21.85,14412485.59
2020-08-23,22.61,18848911.33
2020-08-24,21.41,19609506.9
2020-08-25,22.22,23893717.4
2020-08-26,23.13,30784460.42
2020-08-27,23.09,24801419.85
2020-08-28,22.97,21453632.97
2020-08-29,23.64,19395433.92
2020-08-30,23.15,17321589.02
2020-08-31,24.74,50779543.98
2020-09-01,24.71,66528120.61
2020-09-02,20.37,57411051.13
2020-09-03,21.03,29289546.86
2020-09-04,19.49,33603049.33
2020-09-05,23.18,20028785.92
2020-09-06,22.46,52927425.3
2020-09-07,23.26,48636794.1
2020-09-08,24.52,41607048.11
2020-09-09,24.51,39361818.7
2020-09-10,25.42,37011803.82
2020-09-11,28.53,57487043.73
2020-09-12,31.18,106729159.08
2020-09-13,31.16,91233729.2
2020-09-14,27.11,84260658.03
2020-09-15,27.85,66513560.3
2020-09-16,27.1,49307699.28
2020-09-17,27.67,46966090.04
2020-09-18,27.2,26429960.32
2020-09-19,26.37,23826142.41
2020-09-20,23.02,30102810.92
2020-09-21,24.05,22902658.3
2020-09-22,22.82,24310382.62
2020-09-23,24.57,21470345.07
2020-09-24,24.68,21219752.9
2020-09-25,26.2,25915207.63
2020-09-26,26.25,26022529.33
2020-09-27,26.98,27771880.02
2020-09-28,28.83,32574196.72
2020-09-29,29.34,33451558.34
2020-09-30,27.46,31094530.56
2020-10-01,27.33,27909003.02
2020-10-02,28.24,28627839.35
2020-10-03,29.03,30696061.12
2020-10-04,28.61,21046608.94
2020-10-05,27.71,25467061.79
2020-10-06,27.71,20475664.47
2020-10-07,27.71,17032771.45
2020-10-08,28.4,22067656.54
2020-10-09,28.41,20465064.05
2020-10-10,28.54,19993602.52
2020-10-11,30.72,42385539.65
2020-10-12,30.73,41446344.16
2020-10-13,30.87,22828072.62
2020-10-14,31.37,29329175.24
2020-10-15,30.0,24337116.68
2020-10-16,30.25,22696751.36
2020-10-17,30.68,24511513.63
2020-10-18,29.92,18736013.55
2020-10-19,28.84,30521378.15
2020-10-20,29.79,26383731.93
2020-10-21,30.71,30033212.51
2020-10-22,30.65,21190418.47
2020-10-23,30.66,18243804.23
2020-10-24,30.16,16024205.52
2020-10-25,31.08,28329562.58
2020-10-26,31.54,27447200.28
2020-10-27,30.37,10330787.58
2020-10-28,29.87,15235083.19
2020-10-29,28.52,25268140.7
2020-10-30,28.52,15807481.73
2020-10-31,28.51,14842195.14
2020-11-01,27.85,17993378.68
2020-11-02,26.9,10891128.76
2020-11-03,26.98,7798319.42
2020-11-04,27.72,11090556.27
2020-11-05,29.05,12005418.36
2020-11-06,27.78,9739671.68
2020-11-07,28.42,10167820.76
2020-11-08,28.11,8236817.84
2020-11-09,28.22,13042479.27
2020-11-10,28.02,16551999.09
2020-11-11,27.75,17560345.5
2020-11-12,28.22,16845504.49
2020-11-13,27.92,17743381.43
2020-11-14,27.68,15976105.9
2020-11-15,27.99,17370491.65
2020-11-16,28.63,24220715.51
2020-11-17,28.1,20249676.82
2020-11-18,28.16,16049589.52
2020-11-19,28.96,22718491.48
2020-11-20,30.53,29964478.69
2020-11-21,30.02,21536122.98
2020-11-22,31.0,34910238.16
2020-11-23,33.87,83918271.27
2020-11-24,31.29,60677611.11
2020-11-25,28.25,39353027.05
2020-11-26,28.49,19282372.08
2020-11-27,29.18,16835098.1
2020-11-28,30.12,19207400.25
2020-11-29,31.48,25212870.33
2020-11-30,30.16,23373593.24
2020-12-01,30.3,15930165.9
2020-12-02,30.73,17052556.93
2020-12-03,29.02,16250171.51
2020-12-04,29.75,12040315.83
2020-12-05,29.51,11480127.45
2020-12-06,29.39,10079346.8
2020-12-07,27.67,15327844.72
2020-12-08,28.16,15831907.18
2020-12-09,27.67,13105991.79
2020-12-10,27.34,11772644.24
2020-12-11,28.17,11457088.38
2020-12-12,29.12,12291648.93
2020-12-13,30.03,20997064.65
2020-12-14,29.53,15803126.95
2020-12-15,30.55,22660803.63
2020-12-16,30.24,30169824.69
2020-12-17,30.96,17876047.72
2020-12-18,33.31,46356206.01
2020-12-19,34.26,48788692.95
2020-12-20,32.18,31004867.29
2020-12-21,33.54,27957581.6
2020-12-22,31.19,36621903.28
2020-12-23,32.5,22980370.74
2020-12-24,33.18,19278616.48
2020-12-25,33.56,23151197.86
2020-12-26,33.6,38557984.62
2020-12-27,35.88,34481529.34
2020-12-28,39.04,54035475.29
2020-12-29,38.13,32939563.47
2020-12-30,37.4,21246070.4
2020-12-31,37.76,25193507.84
2021-01-01,38.29,34470148.57
2021-01-02,41.36,49060231.62
2021-01-03,41.1,57611924.36
2021-01-04,41.9,36025958.97
2021-01-05,42.27,55112770.31
2021-01-06,43.62,62661934.6
2021-01-07,42.38,38583089.88
2021-01-08,43.94,32582717.46
2021-01-09,42.44,41001418.71
2021-01-10,38.16,54420244.38
2021-01-11,38.25,33176543.06
2021-01-12,40.15,40281653.53
2021-01-13,41.86,34822968.46
2021-01-14,40.87,46726857.28
2021-01-15,43.09,48920687.56
2021-01-16,45.91,64794508.98
2021-01-17,45.34,49598548.08
2021-01-18,42.51,53916781.97
2021-01-19,42.6,37498964.27
2021-01-20,38.67,50181972.7
2021-01-21,40.9,44495241.08
2021-01-22,40.9,35175666.52
2021-01-23,41.87,38137531.26
2021-01-24,41.76,41639031.66
2021-01-25,41.78,44216968.93
2021-01-26,41.01,45435440.03
2021-01-27,42.61,51894239.01
2021-01-28,42.88,89040188.34
2021-01-29,44.82,54430500.7
2021-01-30,44.38,44885870.5
2021-01-31,51.48,118546859.94
2021-02-01,51.08,83193341.43
2021-02-02,52.22,56995501.73
2021-02-03,56.03,81203075.46
2021-02-04,67.62,158245272.94
2021-02-05,72.92,206060869.12
2021-02-06,68.45,108126675.59
2021-02-07,79.92,197533915.54
2021-02-08,107.67,473396878.81
2021-02-09,128.96,760633407.59
2021-02-10,124.05,247578427.48
2021-02-11,136.9,281031833.07
2021-02-12,133.4,169176627.74
2021-02-13,136.08,201624264.03
2021-02-14,129.86,174274927.28
2021-02-15,130.09,149454515.94
2021-02-16,165.54,626109777.76
2021-02-17,195.58,837159763.98
2021-02-18,333.36,2947303643.98
2021-02-19,254.4,1182296223.45
2021-02-20,294.76,1020841694.09
2021-02-21,267.36,754428737.56
2021-02-22,231.78,655832703.19
2021-02-23,254.46,674611490.89
2021-02-24,234.57,296423368.01
2021-02-25,221.71,284484965.5
2021-02-26,225.74,265043227.05
2021-02-27,210.55,260419514.38
2021-02-28,254.93,435106195.82
2021-03-01,239.98,270372247.42
2021-03-02,240.78,207954669.92
2021-03-03,229.68,168738205.13
2021-03-04,225.63,149289778.64
2021-03-05,226.42,129289166.03
2021-03-06,239.94,175862608.14
2021-03-07,240.7,128293114.72
2021-03-08,293.65,562671368.0
2021-03-09,278.68,363264734.52
2021-03-10,290.15,476422417.99
2021-03-11,263.21,368798259.13
2021-03-12,276.04,197718874.24
2021-03-13,263.31,140599195.5
2021-03-14,254.61,166670647.77
2021-03-15,258.5,147394405.67
2021-03-16,269.92,132832302.28
2021-03-17,261.01,188896052.63
2021-03-18,263.13,98473088.45
2021-03-19,264.48,148003120.79
2021-03-20,264.67,110210370.22
2021-03-21,254.95,166841415.16
2021-03-22,255.25,105712293.15
2021-03-23,248.44,139089671.62
2021-03-24,234.14,155854992.65
2021-03-25,255.18,116469898.82
2021-03-26,269.37,174423333.32
2021-03-27,268.7,156782367.7
2021-03-28,275.16,134250050.85
2021-03-29,311.54,305839859.38
2021-03-30,302.49,239158448.77
2021-03-31,334.24,289220971.55
2021-04-01,338.41,367605739.78
2021-04-02,321.9,207551150.78
2021-04-03,349.55,231024164.68
2021-04-04,368.31,334246566.75
2021-04-05,403.06,513810029.55
2021-04-06,375.44,486092963.46
2021-04-07,418.15,364440224.57
2021-04-08,453.23,495579736.41
2021-04-09,471.7,670114661.72
2021-04-10,525.43,639074108.17
2021-04-11,596.96,1671123679.95
2021-04-12,550.42,1016760753.4
2021-04-13,549.17,641731117.21
2021-04-14,542.41,418891160.05
2021-04-15,508.96,472504716.08
2021-04-16,515.4,396361463.49
2021-04-17,481.98,485153357.66
2021-04-18,504.46,651533083.15
2021-04-19,588.55,394339209.72
2021-04-20,543.71,492544550.23
2021-04-21,505.27,464818586.76
2021-04-22,527.13,687489285.61
2021-04-23,496.98,136713127.18
2021-04-24,505.45,335182097.71
2021-04-25,535.13,245933070.25
2021-04-26,569.46,317667883.94
2021-04-27,563.6,209171143.93
2021-04-28,600.65,431960760.37
2021-04-29,623.21,552007106.33
2021-04-30,620.66,326559915.99
2021-05-01,622.29,247038236.83
2021-05-02,676.62,511346509.52
2021-05-03,610.18,401447124.34
2021-05-04,652.13,503874898.24
2021-05-05,634.41,449456444.97
2021-05-06,624.81,240467941.49
2021-05-07,647.2,319307453.09
2021-05-08,662.8,410198579.85
2021-05-09,631.89,451814233.3
2021-05-10,672.46,414002246.02
2021-05-11,591.57,305232293.62
2021-05-12,571.06,467674685.42
2021-05-13,603.21,136292511.99
2021-05-14,563.64,208723419.21
2021-05-15,564.21,129383392.5
2021-05-16,512.11,148351984.7
2021-05-17,508.2,300988766.72
2021-05-18,336.57,502965691.89
2021-05-19,391.12,412427669.07
2021-05-20,326.5,154104760.8
2021-05-21,299.71,204384893.75
2021-05-22,261.63,295489851.36
2021-05-23,345.81,369535713.8
2021-05-24,343.49,286400803.11
2021-05-25,379.83,237231442.03
2021-05-26,369.51,211035620.94
2021-05-27,329.16,360656130.83
2021-05-28,305.2,172881390.7
2021-05-29,325.74,215877392.19
2021-05-30,353.89,208381449.03
2021-05-31,362.47,167235740.73
2021-06-01,401.7,218240710.4
2021-06-02,428.0,162970119.45
2021-06-03,390.73,181784312.34
2021-06-04,390.21,135875557.26
2021-06-05,393.78,75632349.08
2021-06-06,358.12,63397434.98
2021-06-07,352.92,80203223.89
2021-06-08,375.79,140215994.29
2021-06-09,351.99,106189111.03
2021-06-10,345.88,104234426.04
2021-06-11,343.87,86112359.51
2021-06-12,365.87,85185529.35
2021-06-13,370.17,103509596.96
2021-06-14,366.8,78749108.45
2021-06-15,347.26,68106599.98
2021-06-16,352.83,59641452.53
2021-06-17,337.38,68662619.43
2021-06-18,334.24,45165759.63
2021-06-19,339.11,62782975.76
2021-06-20,271.11,55807486.75
2021-06-21,261.92,83881012.6
2021-06-22,296.24,127319750.75
2021-06-23,308.38,99169410.61
2021-06-24,280.94,54041535.71
2021-06-25,279.57,31837863.37
2021-06-26,291.21,68330736.18
2021-06-27,290.0,75728177.96
2021-06-28,300.78,83844844.95
2021-06-29,303.57,39808846.79
2021-06-30,287.62,26204683.39
2021-07-01,287.22,25820492.75
2021-07-02,298.26,25313982.77
2021-07-03,307.82,28679085.05
2021-07-04,302.15,35263682.01
2021-07-05,320.29,55192050.7
2021-07-06,328.01,53005020.07
2021-07-07,310.27,42090343.18
2021-07-08,316.75,29204840.77
2021-07-09,316.12,26313160.32
2021-07-10,322.22,26126782.53
2021-07-11,316.1,35935636.86
2021-07-12,308.94,26820296.79
2021-07-13,309.41,32975062.92
2021-07-14,315.71,57062736.32
2021-07-15,303.04,51963481.19
2021-07-16,300.59,37458638.03
2021-07-17,302.11,28268680.96
2021-07-18,280.36,33528636.55
2021-07-19,264.55,39644682.45
2021-07-20,292.97,69375712.56
2021-07-21,293.58,52138200.92
2021-07-22,299.24,52591954.16
2021-07-23,301.75,49771612.93
2021-07-24,302.88,38029410.85
2021-07-25,303.93,69424257.3
2021-07-26,313.73,37292749.76
2021-07-27,313.96,64837830.36
2021-07-28,317.13,30488086.01
2021-07-29,322.88,38858554.33
2021-07-30,332.58,52150509.7
2021-07-31,332.79,62345305.95
2021-08-01,330.72,33984294.96
2021-08-02,323.31,36223545.64
2021-08-03,334.84,23314499.56
2021-08-04,338.19,72686890.86
2021-08-05,342.43,76508739.44
2021-08-06,356.51,40814312.0
2021-08-07,342.04,28159037.62
2021-08-08,354.68,43441302.33
2021-08-09,372.1,56810350.67
2021-08-10,391.21,77943134.54
2021-08-11,385.91,60661820.43
2021-08-12,411.25,48460464.83
2021-08-13,409.07,47676069.08
2021-08-14,414.39,42056902.03
2021-08-15,415.94,70543051.06
2021-08-16,401.71,79126812.82
2021-08-17,396.03,47985004.02
2021-08-18,431.09,81570679.86
2021-08-19,455.18,66876275.06
2021-08-20,449.12,56709821.37
2021-08-21,448.92,47954814.38
2021-08-22,499.5,144003091.21
2021-08-23,471.99,97951150.27
2021-08-24,503.4,124081445.03
2021-08-25,478.21,157560343.01
2021-08-26,494.66,93782079.62
2021-08-27,486.33,32908694.69
2021-08-28,479.97,45924369.02
2021-08-29,460.05,56383664.51
2021-08-30,464.42,124588498.48
2021-08-31,489.87,126832905.98
2021-09-01,483.69,135919869.58
2021-09-02,488.64,115263074.28
2021-09-03,497.71,142315176.38
2021-09-04,504.69,122854203.39
2021-09-05,496.32,124068075.72
2021-09-06,418.26,153999187.79
2021-09-07,414.95,80242571.95
2021-09-08,421.29,78137474.02
2021-09-09,401.39,85154445.7
2021-09-10,404.98,51490028.75
2021-09-11,416.93,46254918.87
2021-09-12,399.03,77555050.99
2021-09-13,414.71,55300834.78
2021-09-14,431.27,102578496.76
2021-09-15,424.3,46644252.32
2021-09-16,406.51,48491873.17
2021-09-17,410.63,39066320.8
2021-09-18,408.56,33054384.42
2021-09-19,363.86,109659884.46
2021-09-20,344.24,127627453.95
2021-09-21,379.09,86578994.37
2021-09-22,383.86,75343302.05
2021-09-23,355.23,92242459.42
2021-09-24,349.82,94525935.75
2021-09-25,344.16,89212529.32
2021-09-26,335.81,60119181.73
2021-09-27,333.28,56534275.36
2021-09-28,367.46,93637231.02
2021-09-29,387.47,66052714.25
2021-09-30,421.58,74413885.79
2021-10-01,427.4,53420846.13
2021-10-02,430.64,50512892.47
2021-10-03,426.55,68201755.17
2021-10-04,442.51,50282601.35
2021-10-05,435.1,99641334.16
2021-10-06,438.39,105377677.07
2021-10-07,419.47,75088523.46
2021-10-08,422.0,52515598.78
2021-10-09,404.39,54488757.1
2021-10-10,413.42,64733373.97
2021-10-11,444.57,189779044.12
2021-10-12,470.45,382579710.61
2021-10-13,472.73,135438018.68
2021-10-14,474.16,209102177.41
2021-10-15,465.85,86430408.37
2021-10-16,471.0,89070765.94
2021-10-17,484.97,94168225.96
2021-10-18,488.03,106951278.89
2021-10-19,501.47,72654385.75
2021-10-20,471.13,120772545.04
2021-10-21,479.09,83594469.37
2021-10-22,485.55,38141925.63
2021-10-23,475.88,43184279.01
2021-10-24,485.0,42599941.3
2021-10-25,478.09,51974059.18
2021-10-26,448.6,99847332.95
2021-10-27,492.44,126300509.12
2021-10-28,530.21,129796389.39
2021-10-29,528.72,99542796.56
2021-10-30,524.94,91052285.85
2021-10-31,551.71,133728554.97
2021-11-01,554.94,87057211.52
2021-11-02,568.77,111637227.12
2021-11-03,559.5,69881431.1
2021-11-04,607.77,148524718.93
2021-11-05,637.58,134947349.47
2021-11-06,649.78,128592411.65
2021-11-07,653.81,270253131.89
2021-11-08,635.14,97124325.53
2021-11-09,614.68,219194574.87
2021-11-10,628.89,78819786.04
2021-11-11,627.0,117760284.06
2021-11-12,649.81,87880024.53
2021-11-13,650.98,96732087.66
2021-11-14,634.01,97640991.0
2021-11-15,589.16,199328903.48
2021-11-16,578.22,122313907.62
2021-11-17,532.02,133570263.78
2021-11-18,581.61,72686983.58
2021-11-19,604.73,86280275.43
2021-11-20,584.63,76600851.62
2021-11-21,559.84,107569780.09
2021-11-22,591.18,110327019.99
2021-11-23,590.75,75519808.44
2021-11-24,639.3,109428309.87
2021-11-25,587.42,217290773.14
2021-11-26,600.62,99141406.78
2021-11-27,611.95,98801333.36
2021-11-28,624.12,67344344.85
2021-11-29,622.23,103531234.98
2021-11-30,627.93,81358877.35
2021-12-01,620.69,101574939.47
2021-12-02,595.59,95478795.59
2021-12-03,569.2,170731600.34
2021-12-04,558.23,73314975.17
2021-12-05,587.99,107822899.32
2021-12-06,579.11,73713390.43
2021-12-07,607.83,73816605.62
2021-12-08,570.89,94145650.49
2021-12-09,553.52,103603598.57
2021-12-10,564.19,59817167.91
2021-12-11,570.73,38164552.43
2021-12-12,521.07,87897283.19
2021-12-13,528.6,87062656.57
2021-12-14,541.28,73898193.31
2021-12-15,526.08,52330887.83
2021-12-16,525.79,78991179.8
2021-12-17,534.23,51171531.15
2021-12-18,530.01,48557695.12
2021-12-19,523.85,57384948.6
2021-12-20,528.84,50684218.77
2021-12-21,533.74,49761596.24
2021-12-22,548.95,57126473.73
2021-12-23,542.08,43364323.05
2021-12-24,547.77,25849270.89
2021-12-25,546.52,36472914.05
2021-12-26,563.95,98394064.49
2021-12-27,534.24,64083740.37
2021-12-28,514.55,53414502.29
2021-12-29,518.56,39862690.5
2021-12-30,511.71,49761350.7
2021-12-31,527.5,84178877.01
2022-01-01,531.25,75052907.81
2022-01-02,511.89,84515567.75
2022-01-03,506.73,50634827.75
2022-01-04,473.76,57792849.84
2022-01-05,472.32,100848516.33
2022-01-06,447.7,58989228.45
2022-01-07,430.21,111012094.51
2022-01-08,438.79,77140495.44
2022-01-09,425.03,68071289.1
2022-01-10,463.38,73849531.66
2022-01-11,487.51,115686679.01
2022-01-12,475.57,119662552.05
2022-01-13,490.36,117837117.14
2022-01-14,494.66,96011440.16
2022-01-15,498.67,82736782.03
2022-01-16,475.45,106767668.07
2022-01-17,471.43,55085485.12
2022-01-18,462.11,47791317.0
2022-01-19,440.34,141081345.77
2022-01-20,384.09,100103605.6
2022-01-21,358.48,174594093.05
2022-01-22,384.29,114999114.79
2022-01-23,371.68,75044512.88
2022-01-24,385.29,93701820.5
2022-01-25,375.02,47691164.73
2022-01-26,390.12,92684358.34
2022-01-27,386.13,78462324.69
2022-01-28,389.49,56123203.93
2022-01-29,377.3,67397219.68
2022-01-30,374.75,66668954.71
2022-01-31,384.28,38552112.66
2022-02-01,367.26,34106798.72
2022-02-02,372.39,31255753.0
2022-02-03,399.68,86258266.26
2022-02-04,414.05,54148670.79
2022-02-05,420.34,51784602.73
2022-02-06,433.75,55151605.25
2022-02-07,408.09,59176065.52
2022-02-08,423.24,44159296.1
2022-02-09,414.79,59675983.16
2022-02-10,400.83,42643793.43
2022-02-11,403.6,40020582.01
